run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,115.02,0.11,97,66256
2,117.76,0.11,98,66256
3,115.84,0.11,98,66256
4,117.19,0.11,98,64320
5,115.69,0.11,98,66256
6,115.37,0.11,98,66256
7,116.28,0.27,42,66256
8,118.52,0.11,98,66256
9,115.30,0.11,99,64320
10,115.64,0.11,98,66256
