run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,3454.43,10.93,33,1698088
2,3495.04,2.12,174,1698088
3,3462.42,1.80,188,1698088
4,3563.87,2.21,171,1697484
5,3512.23,1.82,188,1697484
6,3542.40,1.92,183,1697320
7,3504.73,1.82,187,1697484
8,3548.09,1.93,183,1698088
9,3488.07,1.84,186,1698088
10,3799.10,1.92,183,1697928
