run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,1709.47,0.90,164,749440
2,1491.68,0.85,168,750696
3,1430.72,0.90,166,750536
4,1475.56,0.85,168,749280
5,1515.36,0.90,166,750536
6,1472.01,0.85,167,750696
7,1524.64,0.90,166,749280
8,1492.50,0.85,169,750856
9,1526.75,0.89,167,750536
10,1491.31,0.88,170,749280
