run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,267.12,0.16,157,126400
2,265.17,0.14,163,128384
3,270.91,0.16,158,128384
4,261.39,0.15,162,128380
5,258.97,0.15,173,126240
6,262.61,0.15,162,128380
7,263.52,0.15,160,128384
8,265.70,0.15,161,126400
9,265.17,0.16,157,126240
10,265.98,0.15,166,126400
