run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,478.74,0.33,141,251200
2,476.87,0.33,141,251200
3,477.10,0.33,140,251200
4,460.99,0.33,135,251360
5,477.28,0.33,140,251200
6,478.32,0.33,142,251200
7,473.87,0.33,142,251200
8,474.29,0.33,140,251200
9,468.16,0.34,134,251360
10,459.93,0.33,140,251200
