run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,463.82,0.38,121,251520
2,463.08,0.37,121,251520
3,454.89,0.38,120,251520
4,459.62,0.37,121,251520
5,462.57,0.37,121,251520
6,459.13,0.37,121,251520
7,461.46,0.61,76,251520
8,460.86,0.37,121,251520
9,455.86,0.37,121,251520
10,462.58,0.38,121,251520
