run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,2738.25,2.11,128,1500120
2,2755.31,1.89,147,1501484
3,2739.19,1.91,149,1501484
4,2821.77,1.90,147,1500124
5,2735.64,1.92,144,1499964
6,2808.78,1.91,143,1501644
7,2743.25,1.87,144,1500124
8,2725.87,1.86,148,1501484
9,2751.60,1.97,135,1501644
10,2706.77,1.86,147,1500124
