run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,1758.57,0.90,179,750536
2,1574.86,0.82,186,750536
3,1611.05,0.91,178,749280
4,1572.17,0.81,188,750536
5,1616.08,0.87,181,749280
6,1581.73,0.83,185,750532
7,1560.51,0.88,181,749280
8,1581.46,0.81,187,749280
9,1629.24,0.87,181,750536
10,1572.72,0.82,186,750536
