run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,2612.42,10.63,25,1501688
2,2625.55,2.25,110,1500856
3,2614.12,2.46,100,1501692
4,2549.83,2.19,122,1500164
5,2585.81,2.08,122,1501684
6,2490.60,2.03,124,1500600
7,2604.54,2.62,99,1501684
8,2658.91,2.37,114,1501688
9,13434.01,2.25,125,1501844
10,2774.50,2.18,125,1500756
