run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,2825.16,1.66,167,1501160
2,2803.77,1.82,161,1500332
3,2797.34,1.66,167,1501164
4,2815.82,1.65,167,1499804
5,2801.75,1.65,167,1501164
6,2805.91,1.69,166,1499804
7,2800.63,1.66,167,1499804
8,2805.16,1.66,167,1500076
9,3031.54,1.65,167,1501168
10,2795.17,1.66,167,1501164
