run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,229.13,0.23,99,128704
2,229.73,0.22,99,126720
3,228.88,0.23,99,126720
4,229.00,0.22,99,126720
5,227.87,0.22,99,126720
6,225.77,0.23,99,126720
7,230.51,0.22,99,128704
8,229.63,0.22,99,128700
9,227.09,0.22,99,126720
10,228.02,0.22,99,128704
