run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,3013.68,1.80,163,1499964
2,2889.63,1.60,174,1501164
3,2825.88,1.60,174,1499804
4,2992.52,1.77,168,1499964
5,3122.97,1.60,174,1501324
6,2838.67,1.76,168,1501164
7,3008.81,1.78,167,1499804
8,2899.56,2.00,157,1501004
9,3050.92,1.75,171,1500076
10,2898.74,1.61,174,1499804
