run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,8612.71,24.14,57,1697112
2,3147.76,16.69,30,1697832
3,3129.68,4.84,64,1697672
4,3179.47,7.97,39,1697160
5,3148.43,5.46,59,1697112
6,3170.15,5.37,59,1696904
7,3325.73,5.05,64,1697112
8,3213.52,5.98,54,1697832
9,3233.95,5.38,60,1697112
10,3239.86,4.91,65,1698436
