run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,296.33,0.15,182,128384
2,278.64,0.14,189,128384
3,282.27,0.16,174,126400
4,281.12,0.14,188,126400
5,280.96,0.15,179,128384
6,288.85,0.16,174,126400
7,281.43,0.14,184,126400
8,297.08,0.15,180,128384
9,294.42,0.14,188,128384
10,282.94,0.15,182,126400
