run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,230.68,0.20,110,128544
2,227.46,0.20,109,126720
3,235.06,0.19,117,128704
4,229.30,0.19,117,126720
5,231.27,0.19,116,126720
6,230.93,0.19,117,126720
7,230.93,0.19,117,126720
8,229.76,0.19,116,126720
9,231.25,0.19,117,126720
10,231.86,0.19,117,126720
