run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,149.16,0.08,175,66092
2,143.48,0.07,184,66096
3,141.86,0.08,175,66092
4,146.54,0.07,173,66096
5,144.43,0.07,178,64000
6,148.40,0.08,177,65936
7,144.86,0.07,182,66096
8,144.66,0.08,170,66096
9,153.04,0.07,178,66100
10,153.57,0.08,175,66096
