run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,135.28,0.07,159,66096
2,126.31,0.08,157,66096
3,124.96,0.07,161,66096
4,134.81,0.07,160,66096
5,124.16,0.07,158,64000
6,125.55,0.07,159,66096
7,125.15,0.07,161,66096
8,125.25,0.08,157,66096
9,131.46,0.51,24,66096
10,129.16,0.07,160,66096
