run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,3455.99,2.07,165,1698200
2,3335.04,2.22,160,1698096
3,3322.01,1.89,173,1698200
4,3335.84,1.93,170,1697004
5,3322.03,1.93,171,1698200
6,3447.83,1.96,171,1697768
7,3318.19,1.94,170,1698092
8,3322.47,2.05,156,1697928
9,3264.58,2.17,162,1697004
10,3320.41,1.86,171,1697164
