run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,248.66,0.16,157,126400
2,256.47,0.14,163,128384
3,243.35,0.14,163,126400
4,240.88,0.15,158,128384
5,240.59,0.14,164,126400
6,238.79,0.14,164,126400
7,254.12,0.14,163,128384
8,241.85,0.14,163,126400
9,242.14,0.14,164,128384
10,254.71,0.15,162,128384
