run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,568.55,0.30,180,250880
2,552.10,0.28,187,250880
3,557.04,0.30,180,250880
4,537.36,0.29,183,250880
5,549.72,0.31,178,250880
6,561.74,0.29,184,250880
7,546.93,0.30,180,250880
8,540.18,0.28,185,250880
9,575.60,0.37,165,250880
10,549.38,0.28,187,250880
