run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,141.08,0.08,157,66096
2,140.64,0.08,160,66096
3,137.67,0.08,157,64000
4,131.74,0.07,161,66096
5,131.97,0.07,163,64000
6,142.14,0.09,149,66096
7,140.53,0.09,150,66096
8,130.15,0.08,152,64000
9,128.81,0.07,162,66096
10,137.34,0.08,152,66096
