run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,1376.48,1.10,124,750880
2,1383.47,1.10,124,750880
3,1376.43,1.10,124,752136
4,1379.09,1.11,124,750880
5,1375.80,1.09,124,750880
6,1353.29,1.09,124,752136
7,1358.72,1.09,124,750880
8,1433.05,1.12,124,750880
9,1356.29,1.09,124,752136
10,1379.88,1.09,124,750880
