run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,240.81,0.17,134,128384
2,240.32,0.17,135,126240
3,238.82,0.17,136,126240
4,242.14,0.17,136,128384
5,240.86,0.17,134,128384
6,241.12,0.17,134,126240
7,235.45,0.17,132,126240
8,231.31,0.17,133,128384
9,234.45,0.17,134,128384
10,239.01,0.17,134,128380
