run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,851.22,14.71,5,249920
2,830.93,0.45,180,249920
3,833.69,0.47,172,249920
4,828.34,0.45,177,249760
5,838.65,0.47,173,249920
6,808.91,0.47,174,249920
7,831.77,0.47,173,249920
8,828.47,0.46,179,249920
9,829.93,0.47,173,249920
10,805.08,0.45,175,249920
