run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,447.53,0.25,184,125760
2,449.37,0.23,186,127860
3,465.50,0.24,190,127856
4,452.36,0.23,186,125760
5,464.03,0.23,179,125760
6,457.35,0.24,189,125760
7,466.29,0.24,190,125760
8,455.33,0.24,186,125760
9,469.13,0.24,190,125760
10,449.60,0.24,186,125760
