run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,5158.39,14.42,35,1689300
2,5078.23,2.96,169,1689300
3,5150.81,3.06,165,1689300
4,5465.09,11.23,45,1689296
5,5121.23,3.03,168,1689300
6,5046.84,2.96,169,1689300
7,5127.84,17.02,29,1689300
8,5069.29,2.97,169,1689296
9,5143.98,3.07,164,1689300
10,5461.82,15.91,31,1689300
