run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,358.12,0.25,143,125760
2,361.66,0.24,143,125760
3,361.04,0.25,143,125760
4,359.98,0.24,143,127856
5,360.54,0.45,92,125760
6,375.88,0.24,142,125760
7,361.93,0.24,143,125760
8,358.25,0.25,143,125760
9,361.35,0.25,140,125760
10,359.63,0.24,143,125760
