run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,4883.36,3.97,123,1689620
2,4874.48,3.93,123,1689620
3,5242.91,13.54,36,1689460
4,4875.36,3.93,123,1689620
5,4874.09,16.63,29,1689620
6,4966.68,3.94,123,1689616
7,5244.03,12.29,39,1689620
8,4873.97,4.05,122,1689620
9,4879.08,4.25,125,1689620
10,4917.58,4.07,122,1689616
