run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,25106.42,33.65,18,1564800
2,6433.63,40.70,15,1564160
3,6528.68,81.43,7,1564320
4,6885.51,82.39,7,1564320
5,6750.40,75.34,9,1564320
6,6710.61,49.80,13,1564160
7,6970.64,46.74,14,1563520
8,6885.81,48.68,14,1563680
9,7566.56,43.48,17,1563360
10,6905.76,43.33,15,1563360
