run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,721.91,0.79,99,250400
2,708.32,0.67,99,250400
3,785.55,0.70,99,250400
4,676.27,0.81,99,250400
5,678.26,0.78,99,250400
6,673.14,0.70,99,250400
7,785.07,0.67,99,250400
8,705.25,0.79,99,250400
9,824.28,0.69,99,250400
10,677.01,0.79,99,250400
