run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,5157.07,3.05,168,1689456
2,5506.36,2.93,173,1689460
3,5165.32,2.99,171,1689456
4,5104.39,2.93,173,1689460
5,5175.46,2.99,172,1689460
6,5490.44,8.56,59,1689460
7,5160.93,3.00,171,1689460
8,5113.39,2.94,173,1689300
9,5165.14,2.98,172,1689460
10,5125.14,6.45,79,1689624
