run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,216.63,0.15,143,65744
2,215.08,0.16,140,65832
3,219.28,0.15,141,65832
4,220.86,0.15,141,63680
5,215.26,0.15,143,63680
6,221.60,0.15,141,63680
7,220.20,0.15,141,65832
8,219.68,0.15,143,65832
9,216.49,0.15,142,65832
10,217.59,0.14,142,65740
