run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,381.04,0.23,161,125760
2,384.11,0.23,166,125760
3,399.83,0.23,161,125760
4,390.87,0.23,161,125760
5,378.11,0.23,161,127856
6,405.44,0.24,161,125760
7,379.14,0.24,161,125760
8,383.57,0.23,161,125760
9,381.62,0.24,160,127860
10,390.80,0.23,163,125760
