run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,248.96,0.12,203,65836
2,244.83,0.11,206,65836
3,249.55,0.12,200,63680
4,242.29,0.11,206,65832
5,249.60,0.12,201,65832
6,254.82,0.12,209,65836
7,243.96,0.11,206,63840
8,246.77,0.12,201,65836
9,240.54,0.11,205,65832
10,248.42,0.12,202,65832
