run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,4665.26,4.51,98,1493460
2,4118.12,3.25,122,1493456
3,4064.49,3.23,122,1493456
4,3994.40,3.24,122,1493460
5,4003.66,3.23,122,1493460
6,3995.51,3.24,122,1493460
7,3992.38,20.61,19,1493456
8,3995.42,3.24,122,1493460
9,4000.98,18.29,21,1493460
10,4006.32,3.24,122,1493512
