run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,5100.19,15.18,33,1689620
2,5066.10,3.97,137,1689620
3,5514.83,3.56,141,1689620
4,5157.09,3.54,142,1689616
5,5384.87,3.60,141,1689620
6,5409.52,12.31,40,1689620
7,5068.71,3.90,137,1689620
8,5083.91,3.56,142,1689620
9,5250.17,3.54,142,1689620
10,5428.11,3.65,142,1689620
