run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,4829.32,3.28,141,1493460
2,4682.99,3.26,142,1493460
3,4669.02,3.26,142,1493456
4,4658.26,3.30,141,1493456
5,4675.72,5.14,90,1493460
6,4659.08,3.38,142,1493460
7,5082.28,3.34,141,1493460
8,4711.15,3.28,141,1493460
9,4701.49,3.26,141,1493456
10,4673.39,3.27,141,1493460
