run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,2321.22,1.52,153,746104
2,2295.01,1.32,171,746108
3,2336.25,1.36,169,746108
4,2297.35,1.32,171,746108
5,2337.32,1.37,168,746108
6,2316.10,1.37,168,746108
7,2295.76,7.32,31,746104
8,2322.23,1.38,165,746588
9,2270.76,1.33,171,746176
10,2335.88,1.36,170,746108
