run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,819.71,0.60,140,249920
2,833.13,0.69,132,249920
3,825.27,0.57,142,249920
4,823.80,0.57,142,249920
5,819.24,0.57,142,249920
6,822.22,0.57,142,249920
7,828.44,0.57,142,249920
8,818.35,0.57,142,249920
9,818.76,0.57,142,249920
10,821.10,0.57,142,249920
