run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,215.99,0.17,122,63840
2,216.32,0.16,123,65900
3,209.66,0.16,123,63840
4,216.96,0.17,122,65900
5,217.06,0.17,122,65828
6,208.29,0.16,123,65832
7,220.40,0.17,123,65828
8,217.18,0.17,123,63840
9,217.27,0.17,121,65832
10,207.40,0.17,122,65828
