run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,4626.27,3.19,155,1493140
2,4537.63,2.66,169,1493144
3,5012.94,18.64,24,1493136
4,4540.36,2.65,169,1493140
5,4608.15,3.22,153,1493300
6,4528.13,2.66,168,1493136
7,4588.52,9.95,47,1493136
8,4574.57,19.49,23,1493144
9,4608.38,2.83,165,1493140
10,4527.24,2.67,168,1493136
