run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,4936.26,3.35,148,1689628
2,4933.66,3.15,156,1689460
3,4917.05,3.21,154,1689464
4,4912.84,3.14,155,1689300
5,4858.21,4.40,112,1689464
6,4912.09,3.12,156,1689460
7,4920.54,3.14,156,1689460
8,4982.79,44.54,11,1689556
9,4947.77,3.16,153,1689464
10,5033.68,3.18,156,1689304
