run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,4631.57,2.70,170,1493460
2,4555.26,2.62,172,1493460
3,4627.76,2.69,171,1493372
4,4559.04,2.62,172,1493460
5,5054.90,3.08,161,1493460
6,4569.41,2.61,172,1493456
7,4616.61,2.69,171,1493460
8,5011.73,2.91,166,1493456
9,4565.87,2.62,172,1493460
10,4629.57,2.69,171,1493368
