run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,2267.06,9.44,23,747228
2,2255.95,1.39,161,747228
3,2260.38,1.39,161,747228
4,2254.56,1.39,161,747224
5,2247.64,1.39,161,747228
6,2248.62,1.38,161,747224
7,2247.23,1.38,161,747228
8,2254.66,11.49,19,747228
9,2250.68,1.38,161,747228
10,2245.37,1.38,161,747228
