run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,403.92,0.41,99,126080
2,407.13,0.40,99,126080
3,408.73,0.40,99,126080
4,402.09,0.40,99,126080
5,410.15,0.41,99,126080
6,398.42,0.38,99,126080
7,391.90,0.38,99,126080
8,386.33,0.38,99,126080
9,392.47,0.38,99,126080
10,384.53,0.38,99,126080
