run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,681.20,0.68,122,250240
2,687.57,0.60,123,250240
3,718.24,0.62,125,250240
4,709.81,0.57,121,250240
5,769.59,0.58,121,250240
6,674.31,0.66,120,250240
7,681.62,0.58,121,250240
8,674.92,0.66,121,250240
9,700.60,0.58,125,250240
10,735.42,0.58,120,250240
