run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,2332.49,1.33,173,746104
2,2293.05,1.50,164,746108
3,2325.79,1.33,174,746104
4,2301.52,1.32,174,746104
5,2344.31,1.33,173,746108
6,2323.64,1.31,174,746108
7,2334.50,1.33,173,746108
8,2305.04,1.33,173,746056
9,2328.36,1.38,169,746104
10,2329.58,1.33,173,746108
