run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,439.27,0.23,188,125760
2,435.34,0.22,189,125760
3,438.94,0.23,186,125760
4,432.14,0.22,188,125760
5,438.84,0.23,187,127856
6,430.56,0.22,189,125760
7,437.09,0.23,188,127860
8,433.10,0.22,188,125760
9,436.34,0.23,187,127856
10,431.65,0.23,187,127856
