run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,3403.28,2.10,159,113476
2,3384.94,2.10,157,113520
3,3506.01,3.05,110,113164
4,3347.11,2.10,156,113228
5,3374.94,2.09,158,115180
6,3370.04,2.75,121,113272
7,3337.14,2.09,158,115320
8,3320.95,2.10,157,113292
9,3330.60,2.10,157,113188
10,3324.37,4.07,82,113236
