run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,1815.14,2.66,69,141276
2,1885.91,2.01,89,141356
3,1868.78,3.41,54,143148
4,1886.58,2.03,91,141368
5,1969.95,2.03,91,141756
6,1864.55,2.06,91,141568
7,1818.28,2.00,90,141328
8,1802.41,2.02,90,141400
9,1893.98,2.24,82,141348
10,1867.06,3.96,49,141396
