run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,3304.55,6.08,51,755896
2,3224.77,4.50,70,756028
3,3154.16,5.10,60,755888
4,3263.57,4.16,74,755896
5,3163.20,4.50,75,756036
6,3212.97,5.14,60,755880
7,3235.89,4.70,67,755888
8,3478.27,4.45,69,755888
9,3340.00,4.31,74,757924
10,3135.44,4.19,74,756024
