run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,2265.17,1.87,123,67116
2,2289.27,1.98,110,67104
3,2221.05,1.89,116,68824
4,2238.74,1.85,120,66868
5,2219.98,2.33,98,67260
6,2234.13,2.30,119,69220
7,2211.33,1.90,117,67072
8,2248.53,1.71,127,67068
9,2221.06,2.28,99,67008
10,2750.71,1.78,125,67148
