run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,4903.58,1.88,251,67240
2,5615.17,3.78,162,67676
3,5013.36,3.58,184,67664
4,5338.57,4.78,133,69760
5,5198.57,1.88,243,67740
6,4801.41,2.84,181,67784
7,5310.82,4.43,130,67912
8,4940.54,2.04,236,67692
9,6989.64,2.58,212,67236
10,4860.18,21.76,23,67800
