run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,983.22,2.05,47,141148
2,1010.15,2.03,48,141168
3,952.79,1.98,47,141160
4,953.34,1.97,46,141172
5,948.11,1.97,47,141168
6,945.21,2.24,41,141012
7,935.40,2.02,46,143212
8,1027.82,2.05,46,141172
9,1086.26,2.20,42,143216
10,942.02,2.35,39,140856
