run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,11501.36,3.99,299,59260
2,12811.38,2.31,523,58820
3,11532.18,1.96,559,59088
4,10949.42,2.06,553,59296
5,11482.93,6.99,237,59432
6,11577.63,2.24,510,59292
7,11836.11,2.01,574,61456
8,11737.45,4.10,290,58712
9,11995.32,2.15,518,58808
10,17108.54,2.01,557,59112
