run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,3811.48,3.80,90,387664
2,3695.41,2.87,121,387528
3,3455.79,5.05,69,387524
4,3469.61,3.84,89,389536
5,3507.56,3.23,111,387484
6,3498.33,4.13,91,389464
7,3449.79,2.91,119,389620
8,3482.05,3.19,109,389524
9,3664.71,2.86,121,389524
10,3776.88,2.97,116,389316
