run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,5729.16,2.08,271,82496
2,5753.83,2.12,265,82852
3,5695.55,2.11,266,82776
4,5730.69,4.05,143,82128
5,5662.37,2.19,260,82836
6,5670.45,2.46,231,82776
7,5772.20,3.19,177,83272
8,5867.52,2.10,270,83228
9,5959.73,2.09,271,82412
10,5799.03,3.07,185,82784
