run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,19097.23,2.93,619,89292
2,18471.42,2.98,607,89856
3,18310.00,3.04,594,89744
4,19596.75,2.87,611,89356
5,17945.28,4.27,448,89524
6,18140.17,2.96,598,91408
7,18213.79,2.92,606,89924
8,18160.61,2.97,614,89772
9,18130.02,2.84,621,89404
10,18193.34,3.88,468,91336
