run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,6265.32,3.65,170,236228
2,6347.34,3.29,185,235956
3,6196.26,3.05,200,236032
4,6171.21,3.53,174,239804
5,6218.82,3.10,198,236024
6,6183.24,4.41,139,236044
7,6465.82,3.53,176,236104
8,6209.55,3.64,180,236180
9,6210.64,3.14,195,235988
10,6185.45,3.19,191,236320
