run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,30021.32,4.40,644,135492
2,29438.46,11.09,263,136160
3,29045.42,5.60,526,137840
4,29689.67,6.16,467,135852
5,29542.18,6.16,462,136128
6,30328.05,4.53,636,136012
7,29875.47,5.44,527,136092
8,29511.65,5.93,464,135936
9,29911.38,5.37,542,135624
10,49890.75,5.63,508,135872
