run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,9936.30,3.02,324,144720
2,10024.58,3.88,256,144304
3,10028.52,4.72,229,144472
4,10426.31,4.04,249,146540
5,10253.01,3.69,268,144560
6,9927.77,4.92,203,144268
7,12853.58,5.37,200,144064
8,10220.57,3.80,261,144020
9,10203.43,3.07,319,144652
10,10447.41,3.79,282,144500
