run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,10766.51,5.42,201,67636
2,10436.84,3.72,269,67660
3,10249.73,3.43,306,67776
4,10347.80,2.21,458,67924
5,10610.47,4.71,228,67696
6,11345.63,2.19,464,67924
7,13872.52,2.17,460,69876
8,10197.63,2.21,458,68492
9,10252.89,2.14,466,68196
10,10458.90,3.34,308,67692
