run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,13122.76,5.91,201,469068
2,12567.84,5.00,235,469100
3,11908.34,5.04,232,469316
4,11826.95,5.19,231,468984
5,11739.37,5.95,198,469012
6,11958.47,5.00,236,470364
7,11811.78,6.12,192,468940
8,11812.81,5.40,220,470984
9,11909.83,5.01,234,469024
10,12223.45,5.91,200,470916
