run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,10354.92,4.48,203,62284
2,8980.41,4.57,207,62772
3,8985.16,2.07,448,60020
4,9100.98,2.94,306,60052
5,8862.05,1.97,455,62276
6,9200.41,3.59,256,61980
7,9305.64,1.93,464,59980
8,9230.60,2.91,330,61964
9,9398.85,1.90,462,60272
10,12004.16,2.00,452,60052
